tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-315,Newport,3,32,A,20020708,19,103888,,,Mardy Fish,0,188.0,USA,20.5776865161,143.0,278.0,102382,3.0,,Julian Knowle,L,188.0,AUT,28.1916495551,88.0,445.0,7-6(5) 6-4,3,4,99.0,14.0,1.0,60.0,35.0,32.0,19.0,11.0,2.0,2.0,4.0,7.0,87.0,50.0,39.0,17.0,11.0,5.0,6.0
2002-315,Newport,3,32,A,20020708,20,103566,7.0,,Michael Llodra,1,190.0,FRA,22.1382614648,111.0,358.0,103408,,WC,Brian Vahaly,R,183.0,USA,22.970568104,141.0,287.0,6-4 6-3,3,4,59.0,13.0,2.0,59.0,41.0,34.0,4.0,10.0,2.0,4.0,2.0,1.0,47.0,30.0,16.0,10.0,9.0,3.0,7.0
2002-315,Newport,3,32,A,20020708,21,102880,5.0,,Alexander Popp,0,201.0,GER,25.6728268309,100.0,380.0,102306,,,Michael Kohlmann,R,188.0,GER,28.4873374401,118.0,346.0,1-6 7-5 6-4,3,4,96.0,1.0,2.0,70.0,49.0,36.0,11.0,14.0,0.0,4.0,5.0,10.0,101.0,67.0,44.0,15.0,15.0,6.0,10.0
2002-315,Newport,3,32,A,20020708,22,103758,,,Taylor Dent,0,188.0,USA,21.2046543463,96.0,386.0,103319,4.0,,Jeff Morrison,R,185.0,USA,23.4223134839,85.0,463.0,6-3 6-4,3,4,65.0,5.0,3.0,58.0,36.0,28.0,11.0,10.0,0.0,1.0,5.0,3.0,66.0,41.0,24.0,13.0,9.0,8.0,11.0
2002-315,Newport,3,32,A,20020708,23,104068,,,Robby Ginepri,0,183.0,USA,19.7508555784,124.0,323.0,103174,,,Noam Okun,R,185.0,ISR,24.2272416153,130.0,316.0,7-6(4) 1-6 6-2,3,4,120.0,2.0,4.0,92.0,65.0,43.0,13.0,13.0,6.0,9.0,1.0,4.0,99.0,64.0,43.0,16.0,14.0,9.0,12.0
2002-315,Newport,3,32,A,20020708,24,103114,,,Martin Lee,1,180.0,GBR,24.4818617385,127.0,318.0,102902,,WC,Thomas Blake,R,,USA,25.5222450376,381.0,75.0,1-6 6-4 6-2,3,4,92.0,5.0,6.0,88.0,57.0,38.0,15.0,13.0,9.0,12.0,3.0,2.0,77.0,45.0,29.0,18.0,12.0,7.0,10.0
2002-315,Newport,3,32,A,20020708,25,103484,1.0,,James Blake,0,185.0,USA,22.5270362765,32.0,1015.0,102925,,,Justin Gimelstob,R,196.0,USA,25.4455852156,158.0,247.0,7-5 7-5,3,5,80.0,8.0,5.0,76.0,50.0,41.0,10.0,12.0,5.0,6.0,0.0,5.0,67.0,36.0,25.0,16.0,12.0,1.0,4.0
2002-315,Newport,3,32,A,20020708,26,103566,7.0,,Michael Llodra,1,190.0,FRA,22.1382614648,111.0,358.0,103888,,,Mardy Fish,R,188.0,USA,20.5776865161,143.0,278.0,6-4 1-6 6-1,3,5,91.0,4.0,2.0,69.0,41.0,28.0,18.0,12.0,4.0,6.0,15.0,6.0,76.0,38.0,27.0,19.0,12.0,6.0,9.0
2002-315,Newport,3,32,A,20020708,27,103758,,,Taylor Dent,0,188.0,USA,21.2046543463,96.0,386.0,102880,5.0,,Alexander Popp,R,201.0,GER,25.6728268309,100.0,380.0,6-3 6-2,3,5,58.0,6.0,4.0,57.0,35.0,26.0,13.0,9.0,1.0,2.0,1.0,3.0,48.0,27.0,16.0,8.0,8.0,2.0,6.0
2002-315,Newport,3,32,A,20020708,28,104068,,,Robby Ginepri,0,183.0,USA,19.7508555784,124.0,323.0,103114,,,Martin Lee,L,180.0,GBR,24.4818617385,127.0,318.0,6-3 6-1,3,5,44.0,7.0,4.0,42.0,28.0,25.0,8.0,8.0,0.0,0.0,5.0,3.0,50.0,32.0,19.0,6.0,8.0,1.0,5.0
2002-315,Newport,3,32,A,20020708,29,103484,1.0,,James Blake,0,185.0,USA,22.5270362765,32.0,1015.0,103566,7.0,,Michael Llodra,L,190.0,FRA,22.1382614648,111.0,358.0,6-4 3-6 7-5,3,6,107.0,6.0,3.0,97.0,62.0,47.0,18.0,15.0,5.0,6.0,16.0,7.0,89.0,50.0,43.0,20.0,16.0,2.0,4.0
2002-315,Newport,3,32,A,20020708,30,103758,,,Taylor Dent,0,188.0,USA,21.2046543463,96.0,386.0,104068,,,Robby Ginepri,R,183.0,USA,19.7508555784,124.0,323.0,3-6 6-3 6-1,3,6,83.0,8.0,4.0,67.0,48.0,36.0,10.0,12.0,2.0,4.0,2.0,1.0,84.0,56.0,34.0,13.0,13.0,3.0,8.0
2002-315,Newport,3,32,A,20020708,31,103758,,,Taylor Dent,0,188.0,USA,21.2046543463,96.0,386.0,103484,1.0,,James Blake,R,185.0,USA,22.5270362765,32.0,1015.0,6-1 4-6 6-4,3,7,101.0,4.0,6.0,84.0,52.0,42.0,13.0,14.0,3.0,5.0,2.0,1.0,88.0,47.0,32.0,18.0,13.0,5.0,9.0
2002-314,Gstaad,1,32,A,20020708,1,103908,,Q,Paul Henri Mathieu,0,185.0,FRA,20.4845995893,75.0,530.0,102610,1.0,,Albert Costa,R,180.0,ESP,27.0362765229,7.0,2290.0,6-4 6-3,3,3,83.0,2.0,0.0,56.0,29.0,23.0,19.0,10.0,3.0,3.0,8.0,3.0,52.0,32.0,22.0,12.0,9.0,2.0,4.0
2002-314,Gstaad,1,32,A,20020708,2,102869,,,Galo Blanco,0,173.0,ESP,25.7467488022,140.0,297.0,102836,,Q,Rogier Wassen,R,190.0,NED,25.9110198494,287.0,113.0,7-5 6-1,3,3,65.0,9.0,3.0,49.0,30.0,25.0,13.0,10.0,0.0,1.0,2.0,1.0,64.0,38.0,23.0,12.0,9.0,5.0,9.0
2002-314,Gstaad,1,32,A,20020708,3,102905,,,Stefan Koubek,1,175.0,AUT,25.5112936345,39.0,915.0,103358,,Q,Nicolas Todero,R,183.0,ARG,23.2306639288,332.0,89.0,7-6(2) 6-2,3,3,73.0,4.0,4.0,61.0,36.0,29.0,15.0,10.0,2.0,2.0,2.0,4.0,74.0,46.0,31.0,12.0,10.0,3.0,5.0
2002-314,Gstaad,1,32,A,20020708,4,103344,,,Ivan Ljubicic,0,193.0,CRO,23.3045859001,34.0,1004.0,103428,5.0,,Juan Ignacio Chela,R,190.0,ARG,22.855578371,26.0,1202.0,7-6(5) 3-6 6-4,3,3,127.0,11.0,2.0,92.0,48.0,31.0,28.0,15.0,1.0,4.0,14.0,4.0,103.0,59.0,45.0,22.0,16.0,4.0,7.0
2002-314,Gstaad,1,32,A,20020708,5,102318,4.0,,Andrei Pavel,0,183.0,ROU,28.4435318275,19.0,1510.0,103900,,,David Nalbandian,R,180.0,ARG,20.514715948,15.0,1748.0,7-5 6-3,3,3,73.0,4.0,0.0,55.0,39.0,33.0,7.0,11.0,0.0,2.0,2.0,3.0,71.0,43.0,24.0,11.0,10.0,10.0,14.0
2002-314,Gstaad,1,32,A,20020708,6,101820,,WC,Marc Rosset,0,201.0,SUI,31.665982204,102.0,379.0,102567,,WC,George Bastl,R,183.0,SUI,27.2689938398,106.0,367.0,7-6(5) 3-6 6-3,3,3,151.0,10.0,2.0,91.0,56.0,42.0,23.0,15.0,7.0,8.0,7.0,7.0,109.0,66.0,48.0,23.0,15.0,8.0,9.0
2002-314,Gstaad,1,32,A,20020708,7,104022,,,Mikhail Youzhny,0,183.0,RUS,20.0355920602,62.0,643.0,103356,,,Michel Kratochvil,R,185.0,SUI,23.2525667351,35.0,990.0,6-2 6-4,3,3,87.0,4.0,3.0,70.0,40.0,25.0,15.0,9.0,5.0,7.0,5.0,6.0,56.0,38.0,21.0,7.0,9.0,3.0,8.0
2002-314,Gstaad,1,32,A,20020708,8,103292,7.0,,Gaston Gaudio,0,175.0,ARG,23.5783709788,27.0,1198.0,102644,,,Franco Squillari,L,183.0,ARG,26.8774811773,113.0,355.0,2-6 6-1 6-4,3,3,86.0,4.0,6.0,70.0,43.0,28.0,18.0,13.0,3.0,6.0,4.0,6.0,70.0,41.0,24.0,15.0,12.0,2.0,6.0
2002-314,Gstaad,1,32,A,20020708,9,102722,,,Attila Savolt,0,183.0,HUN,26.4202600958,79.0,513.0,102839,6.0,,Nicolas Lapentti,R,188.0,ECU,25.9000684463,20.0,1460.0,7-5 1-6 7-5,3,3,157.0,7.0,7.0,100.0,67.0,52.0,11.0,15.0,8.0,11.0,9.0,1.0,90.0,47.0,37.0,26.0,16.0,4.0,7.0
2002-314,Gstaad,1,32,A,20020708,10,102344,,,Karol Kucera,0,188.0,SVK,28.3449691992,76.0,522.0,102730,,WC,Ivo Heuberger,R,188.0,SUI,26.3819301848,131.0,315.0,4-6 6-2 7-5,3,3,146.0,8.0,3.0,86.0,53.0,38.0,23.0,15.0,0.0,1.0,6.0,3.0,111.0,51.0,34.0,32.0,15.0,6.0,9.0
2002-314,Gstaad,1,32,A,20020708,11,103285,,Q,Radek Stepanek,0,185.0,CZE,23.6112251882,110.0,360.0,101532,,,Francisco Clavet,L,183.0,ESP,33.7029431896,81.0,488.0,6-3 6-3,3,3,65.0,5.0,3.0,44.0,23.0,22.0,14.0,9.0,0.0,0.0,1.0,4.0,58.0,31.0,23.0,11.0,9.0,3.0,6.0
2002-314,Gstaad,1,32,A,20020708,12,103819,3.0,,Roger Federer,0,185.0,SUI,20.9144421629,11.0,1915.0,102271,,,Hicham Arazi,L,175.0,MAR,28.7173169062,46.0,760.0,6-4 6-3,3,3,85.0,12.0,3.0,70.0,39.0,34.0,12.0,9.0,4.0,4.0,5.0,2.0,75.0,48.0,29.0,14.0,10.0,5.0,8.0
2002-314,Gstaad,1,32,A,20020708,13,102374,8.0,,Alex Corretja,0,180.0,ESP,28.2409308693,28.0,1145.0,101897,,,Fernando Meligeni,L,180.0,BRA,31.2388774812,65.0,637.0,6-1 6-4,3,3,86.0,4.0,2.0,49.0,29.0,20.0,15.0,9.0,3.0,4.0,5.0,2.0,75.0,46.0,25.0,14.0,8.0,7.0,11.0
2002-314,Gstaad,1,32,A,20020708,14,102456,,,Felix Mantilla,0,180.0,ESP,27.7891854894,51.0,740.0,102437,,,Adrian Voinea,R,185.0,ROU,27.9206023272,58.0,690.0,6-3 6-4,3,3,60.0,1.0,1.0,49.0,31.0,27.0,10.0,9.0,3.0,3.0,10.0,5.0,63.0,36.0,22.0,13.0,10.0,5.0,8.0
2002-314,Gstaad,1,32,A,20020708,15,103176,,,David Sanchez,0,183.0,ESP,24.2162902122,63.0,643.0,102179,,,Antony Dupuis,R,185.0,FRA,29.3661875428,97.0,385.0,6-2 6-1,3,3,62.0,3.0,0.0,51.0,32.0,22.0,13.0,8.0,4.0,5.0,2.0,3.0,47.0,24.0,12.0,8.0,7.0,5.0,10.0
2002-314,Gstaad,1,32,A,20020708,16,103507,2.0,,Juan Carlos Ferrero,0,183.0,ESP,22.4010951403,8.0,2165.0,103252,,,Alberto Martin,R,175.0,ESP,23.8822724162,55.0,710.0,6-2 6-2,3,3,61.0,2.0,1.0,52.0,30.0,22.0,15.0,8.0,1.0,1.0,0.0,3.0,43.0,22.0,14.0,9.0,8.0,2.0,6.0
2002-314,Gstaad,1,32,A,20020708,17,102869,,,Galo Blanco,0,173.0,ESP,25.7467488022,140.0,297.0,103908,,Q,Paul Henri Mathieu,R,185.0,FRA,20.4845995893,75.0,530.0,7-5 7-6(1),3,4,104.0,14.0,2.0,87.0,47.0,36.0,19.0,12.0,7.0,9.0,4.0,1.0,72.0,35.0,24.0,18.0,12.0,2.0,5.0
2002-314,Gstaad,1,32,A,20020708,18,103344,,,Ivan Ljubicic,0,193.0,CRO,23.3045859001,34.0,1004.0,102905,,,Stefan Koubek,L,175.0,AUT,25.5112936345,39.0,915.0,6-4 6-4,3,4,72.0,5.0,1.0,50.0,34.0,29.0,11.0,10.0,0.0,0.0,2.0,3.0,66.0,42.0,29.0,13.0,10.0,6.0,8.0
2002-314,Gstaad,1,32,A,20020708,19,101820,,WC,Marc Rosset,0,201.0,SUI,31.665982204,102.0,379.0,102318,4.0,,Andrei Pavel,R,183.0,ROU,28.4435318275,19.0,1510.0,7-5 7-6(1),3,4,106.0,12.0,3.0,83.0,49.0,34.0,21.0,12.0,5.0,6.0,2.0,3.0,73.0,54.0,37.0,9.0,12.0,2.0,4.0
2002-314,Gstaad,1,32,A,20020708,20,103292,7.0,,Gaston Gaudio,0,175.0,ARG,23.5783709788,27.0,1198.0,104022,,,Mikhail Youzhny,R,183.0,RUS,20.0355920602,62.0,643.0,7-6(3) 6-4,3,4,82.0,4.0,4.0,74.0,57.0,38.0,8.0,11.0,3.0,5.0,10.0,2.0,73.0,40.0,29.0,12.0,11.0,1.0,4.0
2002-314,Gstaad,1,32,A,20020708,21,102722,,,Attila Savolt,0,183.0,HUN,26.4202600958,79.0,513.0,102344,,,Karol Kucera,R,188.0,SVK,28.3449691992,76.0,522.0,6-3 3-6 7-5,3,4,127.0,4.0,5.0,84.0,41.0,33.0,27.0,15.0,3.0,4.0,6.0,10.0,84.0,43.0,40.0,18.0,15.0,3.0,5.0
2002-314,Gstaad,1,32,A,20020708,22,103285,,Q,Radek Stepanek,0,185.0,CZE,23.6112251882,110.0,360.0,103819,3.0,,Roger Federer,R,185.0,SUI,20.9144421629,11.0,1915.0,3-6 6-3 6-2,3,4,85.0,8.0,1.0,72.0,49.0,38.0,15.0,13.0,2.0,3.0,7.0,2.0,83.0,38.0,27.0,26.0,13.0,5.0,8.0
2002-314,Gstaad,1,32,A,20020708,23,102374,8.0,,Alex Corretja,0,180.0,ESP,28.2409308693,28.0,1145.0,102456,,,Felix Mantilla,R,180.0,ESP,27.7891854894,51.0,740.0,6-4 6-4,3,4,92.0,7.0,5.0,64.0,44.0,32.0,10.0,10.0,2.0,3.0,4.0,1.0,57.0,30.0,21.0,15.0,10.0,5.0,8.0
2002-314,Gstaad,1,32,A,20020708,24,103176,,,David Sanchez,0,183.0,ESP,24.2162902122,63.0,643.0,103507,2.0,,Juan Carlos Ferrero,R,183.0,ESP,22.4010951403,8.0,2165.0,5-7 6-4 6-3,3,4,132.0,3.0,2.0,91.0,52.0,36.0,14.0,15.0,7.0,12.0,7.0,7.0,111.0,61.0,36.0,21.0,16.0,7.0,14.0
2002-314,Gstaad,1,32,A,20020708,25,103344,,,Ivan Ljubicic,0,193.0,CRO,23.3045859001,34.0,1004.0,102869,,,Galo Blanco,R,173.0,ESP,25.7467488022,140.0,297.0,6-3 6-7(10) 6-4,3,5,108.0,21.0,3.0,90.0,54.0,51.0,20.0,16.0,0.0,0.0,7.0,3.0,95.0,51.0,41.0,24.0,15.0,0.0,2.0
2002-314,Gstaad,1,32,A,20020708,26,103292,7.0,,Gaston Gaudio,0,175.0,ARG,23.5783709788,27.0,1198.0,101820,,WC,Marc Rosset,R,201.0,SUI,31.665982204,102.0,379.0,6-3 7-6(3),3,5,94.0,2.0,1.0,71.0,47.0,36.0,15.0,11.0,3.0,3.0,9.0,6.0,58.0,28.0,25.0,14.0,10.0,3.0,4.0
2002-314,Gstaad,1,32,A,20020708,27,103285,,Q,Radek Stepanek,0,185.0,CZE,23.6112251882,110.0,360.0,102722,,,Attila Savolt,R,183.0,HUN,26.4202600958,79.0,513.0,7-5 6-2,3,5,66.0,9.0,5.0,58.0,38.0,32.0,10.0,10.0,2.0,2.0,5.0,4.0,50.0,29.0,21.0,9.0,10.0,0.0,3.0
2002-314,Gstaad,1,32,A,20020708,28,102374,8.0,,Alex Corretja,0,180.0,ESP,28.2409308693,28.0,1145.0,103176,,,David Sanchez,R,183.0,ESP,24.2162902122,63.0,643.0,6-3 6-3,3,5,76.0,3.0,0.0,53.0,36.0,24.0,9.0,9.0,3.0,5.0,1.0,2.0,50.0,31.0,21.0,4.0,9.0,4.0,9.0
2002-314,Gstaad,1,32,A,20020708,29,103292,7.0,,Gaston Gaudio,0,175.0,ARG,23.5783709788,27.0,1198.0,103344,,,Ivan Ljubicic,R,193.0,CRO,23.3045859001,34.0,1004.0,4-6 6-4 7-6(2),3,6,143.0,5.0,4.0,107.0,67.0,47.0,22.0,16.0,7.0,10.0,16.0,5.0,102.0,59.0,43.0,21.0,16.0,3.0,6.0
2002-314,Gstaad,1,32,A,20020708,30,102374,8.0,,Alex Corretja,0,180.0,ESP,28.2409308693,28.0,1145.0,103285,,Q,Radek Stepanek,R,185.0,CZE,23.6112251882,110.0,360.0,7-5 6-1,3,6,74.0,1.0,2.0,62.0,46.0,33.0,11.0,10.0,3.0,3.0,2.0,4.0,57.0,32.0,23.0,10.0,9.0,3.0,6.0
2002-314,Gstaad,1,32,A,20020708,31,102374,8.0,,Alex Corretja,0,180.0,ESP,28.2409308693,28.0,1145.0,103292,7.0,,Gaston Gaudio,R,175.0,ARG,23.5783709788,27.0,1198.0,6-3 7-6(3) 7-6(3),5,7,171.0,5.0,4.0,121.0,80.0,58.0,22.0,17.0,6.0,9.0,6.0,3.0,120.0,78.0,47.0,24.0,16.0,5.0,9.0
2002-429,Stockholm,0,32,A,20021021,1,103720,1.0,,Lleyton Hewitt,0,180.0,AUS,21.6536618754,1.0,4240.0,102358,,,Thomas Enqvist,R,190.0,SWE,28.6078028747,37.0,940.0,W/O,3,3,,,,,,,,,,,,,,,,,,,
2002-429,Stockholm,0,32,A,20021021,2,103171,,,Raemon Sluiter,0,185.0,NED,24.5229295003,76.0,513.0,102434,,,Vincent Spadea,R,183.0,USA,28.257357974,55.0,676.0,6-4 7-6(5),3,3,89.0,9.0,2.0,83.0,58.0,42.0,14.0,11.0,7.0,7.0,5.0,6.0,70.0,36.0,31.0,16.0,11.0,1.0,2.0
2002-429,Stockholm,0,32,A,20021021,3,103566,,,Michael Llodra,1,190.0,FRA,22.4257357974,87.0,475.0,102770,,Q,John Van Lottum,R,185.0,NED,26.5297741273,118.0,349.0,6-3 6-2,3,3,61.0,13.0,3.0,61.0,49.0,39.0,3.0,9.0,4.0,4.0,1.0,0.0,53.0,34.0,21.0,9.0,8.0,5.0,8.0
2002-429,Stockholm,0,32,A,20021021,4,103387,7.0,,Paradorn Srichaphan,0,185.0,THA,23.3538672142,24.0,1300.0,104417,,WC,Robin Soderling,R,193.0,SWE,18.1848049281,170.0,212.0,6-2 6-1,3,3,48.0,4.0,0.0,36.0,20.0,16.0,10.0,7.0,1.0,2.0,4.0,2.0,46.0,26.0,12.0,5.0,8.0,3.0,9.0
2002-429,Stockholm,0,32,A,20021021,5,103990,,,Tommy Robredo,0,180.0,ESP,20.4736481862,35.0,955.0,102563,4.0,,Thomas Johansson,R,180.0,SWE,27.5783709788,13.0,1810.0,3-6 6-3 6-2,3,3,108.0,3.0,4.0,78.0,48.0,34.0,19.0,13.0,3.0,4.0,3.0,4.0,80.0,37.0,31.0,21.0,13.0,4.0,7.0
2002-429,Stockholm,0,32,A,20021021,6,101774,,,Todd Martin,0,198.0,USA,32.2874743326,52.0,730.0,103813,,,Jarkko Nieminen,L,185.0,FIN,21.2457221081,33.0,974.0,6-3 7-5,3,3,101.0,6.0,9.0,104.0,58.0,44.0,18.0,11.0,14.0,15.0,4.0,1.0,55.0,25.0,18.0,15.0,10.0,1.0,4.0
2002-429,Stockholm,0,32,A,20021021,7,104026,,Q,Joachim Johansson,0,198.0,SWE,20.3066392882,259.0,114.0,102287,,,Albert Portas,R,188.0,ESP,28.9308692676,85.0,476.0,6-3 6-3,3,3,61.0,14.0,2.0,44.0,31.0,29.0,7.0,9.0,0.0,0.0,3.0,3.0,76.0,36.0,24.0,18.0,9.0,10.0,13.0
2002-429,Stockholm,0,32,A,20021021,8,102148,,,Fabrice Santoro,0,178.0,FRA,29.864476386,34.0,960.0,103428,5.0,,Juan Ignacio Chela,R,190.0,ARG,23.1430527036,23.0,1310.0,6-1 6-3,3,3,60.0,1.0,2.0,44.0,32.0,22.0,7.0,8.0,1.0,3.0,1.0,2.0,65.0,43.0,25.0,3.0,8.0,8.0,14.0
2002-429,Stockholm,0,32,A,20021021,9,102701,6.0,,Marcelo Rios,1,175.0,CHI,26.8199863107,26.0,1200.0,101885,,,Wayne Arthurs,L,190.0,AUS,31.5947980835,50.0,735.0,6-4 6-7(5) 6-1,3,3,104.0,4.0,4.0,94.0,57.0,44.0,23.0,15.0,2.0,2.0,21.0,9.0,102.0,54.0,40.0,23.0,14.0,7.0,10.0
2002-429,Stockholm,0,32,A,20021021,10,102998,,,Jan Michael Gambill,0,190.0,USA,25.3826146475,45.0,820.0,103694,,,Olivier Rochus,R,168.0,BEL,21.7549623546,64.0,635.0,6-1 3-6 7-6(8),3,3,125.0,17.0,3.0,96.0,58.0,47.0,16.0,14.0,3.0,6.0,4.0,5.0,100.0,65.0,44.0,15.0,14.0,2.0,6.0
2002-429,Stockholm,0,32,A,20021021,11,103714,,Q,Andreas Vinciguerra,1,180.0,SWE,21.6673511294,121.0,331.0,103971,,Q,Karol Beck,R,180.0,SVK,20.5503080082,146.0,271.0,7-6(5) 6-1,3,3,80.0,5.0,3.0,85.0,59.0,37.0,16.0,10.0,6.0,7.0,8.0,2.0,61.0,31.0,22.0,13.0,9.0,4.0,7.0
2002-429,Stockholm,0,32,A,20021021,12,103084,3.0,,Guillermo Canas,0,185.0,ARG,24.9034907598,17.0,1680.0,102987,,,Andre Sa,R,185.0,BRA,25.4592744695,65.0,634.0,6-1 6-7(6) 6-3,3,3,123.0,7.0,5.0,81.0,42.0,31.0,26.0,15.0,0.0,2.0,3.0,3.0,90.0,41.0,28.0,24.0,13.0,6.0,11.0
2002-429,Stockholm,0,32,A,20021021,13,102783,8.0,,Rainer Schuettler,0,180.0,GER,26.4887063655,30.0,1130.0,103656,,,Albert Montanes,R,175.0,ESP,21.9000684463,77.0,501.0,6-1 6-2,3,3,49.0,3.0,4.0,42.0,22.0,18.0,15.0,8.0,1.0,1.0,0.0,0.0,44.0,27.0,14.0,7.0,7.0,3.0,7.0
2002-429,Stockholm,0,32,A,20021021,14,103454,,,Nicolas Massu,0,183.0,CHI,23.0308008214,62.0,638.0,102035,,,Jonas Bjorkman,R,183.0,SWE,30.5790554415,47.0,745.0,6-3 3-6 6-3,3,3,139.0,7.0,1.0,101.0,71.0,47.0,17.0,14.0,7.0,8.0,3.0,1.0,91.0,60.0,42.0,15.0,13.0,7.0,9.0
2002-429,Stockholm,0,32,A,20021021,15,102271,,,Hicham Arazi,1,175.0,MAR,29.0047912389,84.0,478.0,102796,,WC,Magnus Norman,R,188.0,SWE,26.392881588,107.0,378.0,6-2 6-2,3,3,53.0,3.0,1.0,43.0,32.0,26.0,6.0,8.0,0.0,0.0,4.0,2.0,42.0,25.0,15.0,6.0,8.0,1.0,5.0
2002-429,Stockholm,0,32,A,20021021,16,103758,,,Taylor Dent,0,188.0,USA,21.492128679,57.0,669.0,102854,2.0,,Sjeng Schalken,R,193.0,NED,26.1163586585,15.0,1760.0,7-6(3) 6-4,3,3,83.0,2.0,1.0,70.0,48.0,34.0,11.0,11.0,5.0,7.0,1.0,1.0,68.0,48.0,33.0,10.0,11.0,2.0,5.0
2002-429,Stockholm,0,32,A,20021021,17,103171,,,Raemon Sluiter,0,185.0,NED,24.5229295003,76.0,513.0,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,21.6536618754,1.0,4240.0,6-3 6-3,3,4,63.0,4.0,2.0,57.0,34.0,24.0,14.0,9.0,2.0,3.0,3.0,6.0,56.0,24.0,18.0,11.0,9.0,4.0,8.0
2002-429,Stockholm,0,32,A,20021021,18,103387,7.0,,Paradorn Srichaphan,0,185.0,THA,23.3538672142,24.0,1300.0,103566,,,Michael Llodra,L,190.0,FRA,22.4257357974,87.0,475.0,6-4 6-3,3,4,72.0,8.0,1.0,51.0,32.0,27.0,13.0,9.0,4.0,4.0,6.0,3.0,73.0,49.0,33.0,8.0,10.0,10.0,13.0
2002-429,Stockholm,0,32,A,20021021,19,103990,,,Tommy Robredo,0,180.0,ESP,20.4736481862,35.0,955.0,101774,,,Todd Martin,R,198.0,USA,32.2874743326,52.0,730.0,6-4 3-6 7-6(2),3,4,116.0,3.0,3.0,103.0,80.0,60.0,9.0,15.0,4.0,6.0,13.0,3.0,96.0,62.0,44.0,20.0,16.0,5.0,7.0
2002-429,Stockholm,0,32,A,20021021,20,102148,,,Fabrice Santoro,0,178.0,FRA,29.864476386,34.0,960.0,104026,,Q,Joachim Johansson,R,198.0,SWE,20.3066392882,259.0,114.0,6-7(6) 6-4 7-6(5),3,4,157.0,3.0,2.0,120.0,82.0,64.0,19.0,17.0,3.0,4.0,18.0,1.0,122.0,75.0,56.0,21.0,17.0,3.0,5.0
2002-429,Stockholm,0,32,A,20021021,21,102701,6.0,,Marcelo Rios,1,175.0,CHI,26.8199863107,26.0,1200.0,102998,,,Jan Michael Gambill,R,190.0,USA,25.3826146475,45.0,820.0,6-2 RET,3,4,26.0,5.0,2.0,22.0,16.0,14.0,3.0,4.0,0.0,0.0,3.0,1.0,23.0,17.0,12.0,1.0,4.0,1.0,3.0
2002-429,Stockholm,0,32,A,20021021,22,103714,,Q,Andreas Vinciguerra,1,180.0,SWE,21.6673511294,121.0,331.0,103084,3.0,,Guillermo Canas,R,185.0,ARG,24.9034907598,17.0,1680.0,7-6(5) 6-2,3,4,83.0,5.0,2.0,61.0,41.0,33.0,12.0,10.0,1.0,2.0,4.0,1.0,60.0,30.0,24.0,17.0,10.0,4.0,7.0
2002-429,Stockholm,0,32,A,20021021,23,103454,,,Nicolas Massu,0,183.0,CHI,23.0308008214,62.0,638.0,102783,8.0,,Rainer Schuettler,R,180.0,GER,26.4887063655,30.0,1130.0,4-6 7-6(4) 6-3,3,4,148.0,3.0,2.0,100.0,67.0,44.0,17.0,16.0,4.0,9.0,6.0,3.0,93.0,60.0,39.0,17.0,15.0,5.0,10.0
2002-429,Stockholm,0,32,A,20021021,24,102271,,,Hicham Arazi,1,175.0,MAR,29.0047912389,84.0,478.0,103758,,,Taylor Dent,R,188.0,USA,21.492128679,57.0,669.0,6-4 6-2,3,4,58.0,3.0,0.0,47.0,34.0,28.0,8.0,9.0,0.0,0.0,2.0,6.0,61.0,37.0,25.0,11.0,9.0,6.0,9.0
2002-429,Stockholm,0,32,A,20021021,25,103387,7.0,,Paradorn Srichaphan,0,185.0,THA,23.3538672142,24.0,1300.0,103171,,,Raemon Sluiter,R,185.0,NED,24.5229295003,76.0,513.0,4-6 6-3 6-4,3,5,100.0,7.0,1.0,86.0,48.0,38.0,18.0,15.0,4.0,7.0,8.0,3.0,85.0,50.0,36.0,15.0,14.0,5.0,9.0
2002-429,Stockholm,0,32,A,20021021,26,103990,,,Tommy Robredo,0,180.0,ESP,20.4736481862,35.0,955.0,102148,,,Fabrice Santoro,R,178.0,FRA,29.864476386,34.0,960.0,3-6 6-1 6-4,3,5,116.0,2.0,0.0,84.0,67.0,47.0,7.0,13.0,5.0,7.0,3.0,1.0,91.0,53.0,34.0,20.0,13.0,4.0,8.0
2002-429,Stockholm,0,32,A,20021021,27,102701,6.0,,Marcelo Rios,1,175.0,CHI,26.8199863107,26.0,1200.0,103714,,Q,Andreas Vinciguerra,L,180.0,SWE,21.6673511294,121.0,331.0,6-3 7-6(3),3,5,77.0,7.0,1.0,74.0,47.0,37.0,16.0,11.0,3.0,3.0,6.0,0.0,58.0,43.0,31.0,12.0,10.0,3.0,4.0
